,Number_PP,Name,Full_name,Owners_name,Kind,Price,Qty_stock,Remaining_amount
434,663,Коврики Д/В Принт Полянка 500 0.4*0.6 КО (0.24),Коврики Д/В Принт Полянка 500 0.4*0.6 КО (0.24),Коврики для ванной принт,Товар,59.9,586.35101,4
435,664,Коврики Д/В Принт Примула 315 0.4*0.6 КО (0.24),Коврики Д/В Принт Примула 315 0.4*0.6 КО (0.24),Коврики для ванной принт,Товар,0.88,887.78,56
436,665,Коврики Д/В Принт Примула 315 0.5*0.8 КО (0.4),Коврики Д/В Принт Примула 315 0.5*0.8 КО (0.4),Коврики для ванной принт,Товар,78.23,515.40288,45
437,666,Коврики Д/В Принт Примула 600 0.5*0.8 КО (0.4),Коврики Д/В Принт Примула 600 0.5*0.8 КО (0.4),Коврики для ванной принт,Товар,20.31,343.6966,33
438,667,Коврики Д/В Принт Радуга 500 0.4*0.7 КО (0.28),Коврики Д/В Принт Радуга 500 0.4*0.7 КО (0.28),Коврики для ванной принт,Товар,63.88,311.19866,68
439,670,Коврики Д/В Принт Раковина 500 0.4*0.7 КО (0.28),Коврики Д/В Принт Раковина 500 0.4*0.7 КО (0.28),Коврики для ванной принт,Товар,80.25,91.7302,75
440,671,Коврики Д/В Принт Родос 710 0.5*0.8 КО (0.4),Коврики Д/В Принт Родос 710 0.5*0.8 КО (0.4),Коврики для ванной принт,Товар,87.58,692.60605,36
441,672,Коврики Д/В Принт Роза 315 0.57*0.6 КО (0.35),Коврики Д/В Принт Роза 315 0.57*0.6 КО (0.35),Коврики для ванной принт,Товар,69.67,768.5350599999999,56
442,673,Коврики Д/В Принт Салерно 500 0.5*0.8 КО (0.4),Коврики Д/В Принт Салерно 500 0.5*0.8 КО (0.4),Коврики для ванной принт,Товар,76.38,217.16574,46
443,674,Коврики Д/В Принт Сафари 170 0.4*0.7 КО (0.28),Коврики Д/В Принт Сафари 170 0.4*0.7 КО (0.28),Коврики для ванной принт,Товар,47.58,545.2593099999999,1
444,675,Коврики Д/В Принт Сафари 170 0.57*0.6 КО (0.35),Коврики Д/В Принт Сафари 170 0.57*0.6 КО (0.35),Коврики для ванной принт,Товар,97.29,641.6236200000001,89
445,676,Коврики Д/В Принт Солнце 170 0.4*0.7 КО (0.28),Коврики Д/В Принт Солнце 170 0.4*0.7 КО (0.28),Коврики для ванной принт,Товар,9.68,379.3668,72
446,677,Коврики Д/В Принт Солнце 170 0.57*0.6 КО (0.35),Коврики Д/В Принт Солнце 170 0.57*0.6 КО (0.35),Коврики для ванной принт,Товар,65.9,994.6469900000001,46
447,700,Коврики Д/В Принт Таити 500 0.5*0.8 КО (0.4),Коврики Д/В Принт Таити 500 0.5*0.8 КО (0.4),Коврики для ванной принт,Товар,45.92,446.2048,32
448,701,Коврики Д/В Принт Флорес 750 0.5*0.8 КО (0.4),Коврики Д/В Принт Флорес 750 0.5*0.8 КО (0.4),Коврики для ванной принт,Товар,69.72,985.68674,2
449,702,Коврики Д/В Принт Цветник 600 0.4*0.7 КО (0.28),Коврики Д/В Принт Цветник 600 0.4*0.7 КО (0.28),Коврики для ванной принт,Товар,94.74,591.55991,34
450,703,Коврики Д/В Принт Шапито 500 0.4*0.7 КО (0.28),Коврики Д/В Принт Шапито 500 0.4*0.7 КО (0.28),Коврики для ванной принт,Товар,72.17,533.3846599999999,61
451,704,Коврики Д/В Принт Шапито 500 0.57*0.6 КО (0.35),Коврики Д/В Принт Шапито 500 0.57*0.6 КО (0.35),Коврики для ванной принт,Товар,4.19,184.77,96
452,705,Коврики Д/В Принт Шоколад 170 0.8*1.2 КО (0.96),Коврики Д/В Принт Шоколад 170 0.8*1.2 КО (0.96),Коврики для ванной принт,Товар,58.54,696.40743,84
453,706,Коврики Д/В/Т Принт Капелька 170 0.57*0.6 КО (0.342),Коврики Д/В/Т Принт Капелька 170 0.57*0.6 КО (0.342),Коврики для ванной принт,Товар,69.5,29468.0,424
454,707,Коврики Д/В/Т Принт Мальва 315 0.57*0.9 КО (0.513),Коврики Д/В/Т Принт Мальва 315 0.57*0.9 КО (0.513),Коврики для ванной принт,Товар,23.81,201.4785,81
455,710,Коврики Д/В/Т Принт Мальва 500 0.57*0.9 КО (0.513),Коврики Д/В/Т Принт Мальва 500 0.57*0.9 КО (0.513),Коврики для ванной принт,Товар,0.17,424.72,8
456,711,Коврики Д/В/Т Принт Мальва 600 0.57*0.9 КО (0.513),Коврики Д/В/Т Принт Мальва 600 0.57*0.9 КО (0.513),Коврики для ванной принт,Товар,61.86,702.43425,72
457,712,Коврики Д/В/Т Принт Модена 315 0.57*0.9 КО (0.513),Коврики Д/В/Т Принт Модена 315 0.57*0.9 КО (0.513),Коврики для ванной принт,Товар,37.1,41.1521,1
458,713,Коврики Д/В/Т Принт Модена 600 0.57*0.9 КО (0.513),Коврики Д/В/Т Принт Модена 600 0.57*0.9 КО (0.513),Коврики для ванной принт,Товар,6.93,767.5315,31
459,714,Коврики Д/В/Т Принт Парма 500 0.57*0.9 КО (0.513),Коврики Д/В/Т Принт Парма 500 0.57*0.9 КО (0.513),Коврики для ванной принт,Товар,49.33,484.23875,72
460,715,Коврики Д/В/Т Принт Парма 600 0.57*0.9 КО (0.513),Коврики Д/В/Т Принт Парма 600 0.57*0.9 КО (0.513),Коврики для ванной принт,Товар,86.5,685.59252,5
461,716,Коврики Д/В/Т Принт Примула 315 0.57*0.9 КО (0.513),Коврики Д/В/Т Принт Примула 315 0.57*0.9 КО (0.513),Коврики для ванной принт,Товар,71.13,717.51,21
462,717,Коврики Д/В/Т Принт Примула 500 0.57*0.9 КО (0.513),Коврики Д/В/Т Принт Примула 500 0.57*0.9 КО (0.513),Коврики для ванной принт,Товар,14.52,388.5633,76
463,720,Коврики Д/В/Т Принт Примула 600 0.57*0.9 КО (0.513),Коврики Д/В/Т Принт Примула 600 0.57*0.9 КО (0.513),Коврики для ванной принт,Товар,60.69,190.11531000000002,1
464,721,Коврики Д/В/Т Принт Салерно 500 0.57*0.9 КО (0.513),Коврики Д/В/Т Принт Салерно 500 0.57*0.9 КО (0.513),Коврики для ванной принт,Товар,29.94,225.6736,5
465,722,Коврики для ванной высокий ворс,,Ковролин,Товар,52.63,803.42261,89
466,723,Коврики для ванной принт,,Ковролин,Товар,95.39,918.8756800000001,2
467,724,Коврики Мальта  0.7*1.0 КО (0.7),Коврики Мальта  0.7*1.0 КО (0.7),Коврики,Товар,92.57,464.42952,48
468,725,Коврики Престиж(Траффик),Коврики Престиж(Траффик),Альфа,Товар,31.43,527.16563,61
469,726,Коврики резиновые,Коврики резиновые,Коврики влаговпитывающие,Товар,3.62,419.1516,78
470,727,Коврики Символ 500 0.6*0.9 КО (0.54),Коврики Символ 500 0.6*0.9 КО (0.54),Коврики,Товар,88.25,62.5471,5
471,730,Коврики Символ 500 0.7*1.0 КО (0.7),Коврики Символ 500 0.7*1.0 КО (0.7),Коврики,Товар,88.83,113.10037,79
472,731,Коврики Символ 800 0.6*0.9 КО (0.54),Коврики Символ 800 0.6*0.9 КО (0.54),Коврики,Товар,30.25,17303.0,572
473,732,Коврики Символ 800 0.7*1.0 КО (0.7),Коврики Символ 800 0.7*1.0 КО (0.7),Коврики,Товар,24.22,606.1467700000001,32
474,733,Коврики Символ 900 0.6*0.9 КО (0.54),Коврики Символ 900 0.6*0.9 КО (0.54),Коврики,Товар,39.53,486.19210999999996,58
475,734,Коврики Стандарт,Коврики Стандарт,Альфа,Товар,31.55,114.3596,7
476,735,Коврики флокированные,Коврики флокированные,Коврики влаговпитывающие,Товар,22.92,215.4927,8
477,736,Ковровые покрытия Графика,Ковровые покрытия Графика,Ковролин Рулоны,Товар,16.5,433.6949,65
478,737,Ковровые покрытия Кат Луп,Ковровые покрытия Кат Луп,Ковролин Рулоны,Товар,51.87,733.3802,71
479,740,Ковровые покрытия Луп Пайл,Ковровые покрытия Луп Пайл,Ковролин Рулоны,Товар,75.0,4275.0,57
480,741,Ковровые покрытия Принт,Ковровые покрытия Принт,Ковролин Рулоны,Товар,10.34,44.0,16
481,742,Ковровые покрытия Принт обработанные,Ковровые покрытия Принт обработанные,Ковролин Рулоны,Товар,25.3,11132.0,440
482,743,Ковровые покрытия СИНТЕЛОН,Ковровые покрытия СИНТЕЛОН,ЯАРХИВ Ковровые покрытия СИНТЕЛОН,Товар,0.28,476.13300000000004,28
483,744,Ковровые покрытия Скролл,Ковровые покрытия Скролл,Ковролин Рулоны,Товар,44.37,546.24226,2
484,745,Ковровые покрытия Скролл обработанные,Ковровые покрытия Скролл обработанные,Ковролин Рулоны,Товар,37.61,175.6581,75
485,746,Ковровые покрытия Фризе,Ковровые покрытия Фризе,Ковролин Рулоны,Товар,48.13,82.0,14
486,747,Ковролин,,,Товар,67.92,155.10527,6
487,750,Ковролин Azimut,Ковролин Azimut,Ковролин Vebe (Голландия),Товар,59.34,89.5281,26
488,751,Ковролин BALTAHOME (Бельгия),,Ковролин,Товар,43.4,729.31638,6
489,752,Ковролин Ideal,Ковролин Ideal,Ковролин Ideal,Товар,58.14,70.4069,8
490,753,Ковролин Ideal,,Ковролин,Товар,18.39,378.6951,42
491,754,Ковролин KEDR,Ковролин KEDR,Ковролин УРГАЗ (Узбекистан),Товар,61.82,170.10509,4
492,755,Ковролин LIBERTI,Ковролин LIBERTI,Ковролин УРГАЗ (Узбекистан),Товар,27.29,298.8132,42
493,756,Ковролин OZ KAPLAN (Турция),,Ковролин,Товар,77.68,113.8777,84
494,757,Ковролин PLATAN,Ковролин PLATAN,Ковролин УРГАЗ (Узбекистан),Товар,31.96,779.24896,84
495,760,Ковролин SHAGGY BRAVO,Ковролин SHAGGY BRAVO,Ковролин УРГАЗ (Узбекистан),Товар,97.78,716.7001,48
496,761,Ковролин Vebe (Голландия),,Ковролин,Товар,48.76,76.0,1
497,762,Ковролин VERBATEX (Бельгия),,Ковролин,Товар,3.42,913.3122,46
498,763,Ковролин БРЕСТ (Беларусь) ,,Ковролин,Товар,71.53,59.422,27
499,764,Ковролин КАПЛАНСЕР (Турция),,Ковролин,Товар,94.24,218.20543999999998,32
500,765,Ковролин Кат Луп Дакар 293 2.0м 2Y (50),Ковролин Кат Луп Дакар 293 2.0м 2Y (50),Ковролин Рулоны,Товар,86.19,857.73864,83
501,766,Ковролин Кат Луп Дакар 514 3.0м 2Y (75),Ковролин Кат Луп Дакар 514 3.0м 2Y (75),Ковролин Рулоны,Товар,29.2,398.11548999999997,96
502,767,Ковролин Кат Луп Сахара 235 3.0м 2Y (66),Ковролин Кат Луп Сахара 235 3.0м 2Y (66),Ковролин Рулоны,Товар,79.24,319.25277,56
503,770,Ковролин Кат Луп Сахара 293 3.0м 2Y (67.5),Ковролин Кат Луп Сахара 293 3.0м 2Y (67.5),Ковролин Рулоны,Товар,18.18,505.918,9
504,771,Ковролин Кат Луп Сахара 332 3.0м 2Y (40.5),Ковролин Кат Луп Сахара 332 3.0м 2Y (40.5),Ковролин Рулоны,Товар,68.2,237.16162999999997,4
505,772,Ковролин Китай,,Ковролин,Товар,98.53,264.26011,92
506,773,Ковролин Луп Пайл Астра 046 3.0м АВ (90),Ковролин Луп Пайл Астра 046 3.0м АВ (90),Ковролин Рулоны,Товар,44.72,92.0,11
507,774,Ковролин Луп Пайл Астра 078 3.0м АВ (90),Ковролин Луп Пайл Астра 078 3.0м АВ (90),Ковролин Рулоны,Товар,99.15,324.32124,6
508,775,Ковролин Луп Пайл Астра 078 4.0м АВ (142),Ковролин Луп Пайл Астра 078 4.0м АВ (142),Ковролин Рулоны,Товар,18.45,824.15202,8
509,776,Ковролин Луп Пайл Астра 081 2.5м АВ (40.25),Ковролин Луп Пайл Астра 081 2.5м АВ (40.25),Ковролин Рулоны,Товар,73.68,901.66385,68
510,777,Ковролин Луп Пайл Астра 081 2.5м АВ (75),Ковролин Луп Пайл Астра 081 2.5м АВ (75),Ковролин Рулоны,Товар,82.56,951.7851400000001,56
511,1000,Ковролин Луп Пайл Астра 081 3.5м АВ (114.45),Ковролин Луп Пайл Астра 081 3.5м АВ (114.45),Ковролин Рулоны,Товар,48.88,977.47755,76
512,1001,Ковролин Луп Пайл Родео 110 4.0м АВ (126.4),Ковролин Луп Пайл Родео 110 4.0м АВ (126.4),Ковролин Рулоны,Товар,53.9,909.48995,1
513,1002,Ковролин Луп Пайл Родео 570 4.0м АВ (120),Ковролин Луп Пайл Родео 570 4.0м АВ (120),Ковролин Рулоны,Товар,71.77,364.26124,28
514,1003,Ковролин Меридиан Урб,Ковролин Меридиан Урб,Ковролин СИНТЕЛОН (Сербия),Товар,65.77,120.7892,4
515,1004,Ковролин МОЛДАБЕЛА (Молдова),,Ковролин,Товар,67.78,177.11997,6
516,1005,Ковролин ПЛАТО ХАЛИ (Турция),,Ковролин,Товар,67.8,611.40985,88
517,1006,Ковролин Принт Альфа  170 2.5м 1Y (87.5),Ковролин Принт Альфа  170 2.5м 1Y (87.5),Ковролин Рулоны,Товар,77.85,867.67495,95
518,1007,Ковролин Принт Анис  500 2.5м 1Y (87.5),Ковролин Принт Анис  500 2.5м 1Y (87.5),Ковролин Рулоны,Товар,94.0,47846.0,509
519,1010,Ковролин Принт Ваниль 170 5.0м 1Y (175),Ковролин Принт Ваниль 170 5.0м 1Y (175),Ковролин Рулоны,Товар,46.29,843.3902199999999,47
520,1011,Ковролин Принт Ваниль 600 4.0м 1Y (85.6),Ковролин Принт Ваниль 600 4.0м 1Y (85.6),Ковролин Рулоны,Товар,5.86,701.4107,86
521,1012,Ковролин Принт Имбирь 140 3.0м 1Y (96.6),Ковролин Принт Имбирь 140 3.0м 1Y (96.6),Ковролин Рулоны,Товар,52.5,4725.0,90
522,1013,Ковролин Принт Имбирь 600 4.0м 1Y (130.4),Ковролин Принт Имбирь 600 4.0м 1Y (130.4),Ковролин Рулоны,Товар,63.73,531.3384,63
523,1014,Ковролин Принт Имбирь 900 4.0м 1Y (140),Ковролин Принт Имбирь 900 4.0м 1Y (140),Ковролин Рулоны,Товар,79.31,363.28789,53
524,1015,Ковролин Принт Карусель 170 2.0м 1Y (70),Ковролин Принт Карусель 170 2.0м 1Y (70),Ковролин Рулоны,Товар,64.7,836.53562,52
525,1016,Ковролин Принт Каштан 170 2.0м 1Y (42),Ковролин Принт Каштан 170 2.0м 1Y (42),Ковролин Рулоны,Товар,8.59,62.0,18
526,1017,Ковролин Принт Квадро 170 2.5м 1Y (86.25),Ковролин Принт Квадро 170 2.5м 1Y (86.25),Ковролин Рулоны,Товар,49.22,488.24019000000004,36
527,1020,Ковролин Принт Квадро 170 2.5м 1Y (87.5),Ковролин Принт Квадро 170 2.5м 1Y (87.5),Ковролин Рулоны,Товар,66.47,160.10635,2
528,1021,Ковролин Принт Квадро 500 3.0м 1Y (105),Ковролин Принт Квадро 500 3.0м 1Y (105),Ковролин Рулоны,Товар,14.16,672.9515,52
529,1022,Ковролин Принт Квазар 170 2.0м 1Y (70),Ковролин Принт Квазар 170 2.0м 1Y (70),Ковролин Рулоны,Товар,37.32,918.3425900000001,76
530,1023,Ковролин Принт Квазар 315 2.5м 1Y (106.25),Ковролин Принт Квазар 315 2.5м 1Y (106.25),Ковролин Рулоны,Товар,92.18,258.23782,44
531,1024,Ковролин Принт Комета 170 2.5м 1Y (87.5),Ковролин Принт Комета 170 2.5м 1Y (87.5),Ковролин Рулоны,Товар,41.14,14399.0,350
532,1025,Ковролин Принт Комета 500 2.5м 1Y (87.5),Ковролин Принт Комета 500 2.5м 1Y (87.5),Ковролин Рулоны,Товар,60.95,329.20052000000004,55
533,1026,Ковролин Принт Лаура 170 2.5м 1Y (87.5),Ковролин Принт Лаура 170 2.5м 1Y (87.5),Ковролин Рулоны,Товар,17.88,863.1543,44
534,1027,Ковролин Принт Лаура 170 3.0м 1Y (105),Ковролин Принт Лаура 170 3.0м 1Y (105),Ковролин Рулоны,Товар,97.61,603.58858,83
535,1030,Ковролин Принт Лилия 170 3.0м 1Y (105),Ковролин Принт Лилия 170 3.0м 1Y (105),Ковролин Рулоны,Товар,29.18,191.5573,38
536,1031,Ковролин Принт Лира 170 2.5м 1Y (87.5),Ковролин Принт Лира 170 2.5м 1Y (87.5),Ковролин Рулоны,Товар,36.94,995.36755,3
537,1032,Ковролин Принт Маки 170 3м 1Y (48),Ковролин Принт Маки 170 3м 1Y (48),Ковролин Рулоны,Товар,99.73,944.94145,12
538,1033,Ковролин Принт Маки 315 2.5м 1Y (79.75),Ковролин Принт Маки 315 2.5м 1Y (79.75),Ковролин Рулоны,Товар,63.91,150.9586,5
539,1034,Ковролин Принт Маки 315 2.5м 1Y (87.5),Ковролин Принт Маки 315 2.5м 1Y (87.5),Ковролин Рулоны,Товар,7.92,378.2993,76
540,1035,Ковролин Принт Маки 315 3.0м 1Y (105),Ковролин Принт Маки 315 3.0м 1Y (105),Ковролин Рулоны,Товар,73.83,67.0,49
541,1036,Ковролин Принт Малиновка 630 3.0м 1Y (127.8),Ковролин Принт Малиновка 630 3.0м 1Y (127.8),Ковролин Рулоны,Товар,44.55,744.33145,2
542,1037,Ковролин Принт Мелисса 140 3.0м 1Y (105),Ковролин Принт Мелисса 140 3.0м 1Y (105),Ковролин Рулоны,Товар,0.4,221.88,4
543,1040,Ковролин Принт Осень 170 4.0м 1Y (76),Ковролин Принт Осень 170 4.0м 1Y (76),Ковролин Рулоны,Товар,69.9,961.66395,49
544,1041,Ковролин Принт Розмарин 170 4.0м 1Y (140),Ковролин Принт Розмарин 170 4.0м 1Y (140),Ковролин Рулоны,Товар,78.95,183.14446999999998,85
545,1042,Ковролин Принт Розмарин 900 5.0м 1Y (175),Ковролин Принт Розмарин 900 5.0м 1Y (175),Ковролин Рулоны,Товар,66.99,322.2157,78
546,1043,Ковролин Принт Фреска 170 3.0м 1Y (105),Ковролин Принт Фреска 170 3.0м 1Y (105),Ковролин Рулоны,Товар,19.24,4810.0,250
547,1044,Ковролин Принт Шафран 170 5.0м 1Y (85),Ковролин Принт Шафран 170 5.0м 1Y (85),Ковролин Рулоны,Товар,93.6,517.4839099999999,2
548,1045,Ковролин Принт Шафран 600 3.0м 1Y (105),Ковролин Принт Шафран 600 3.0м 1Y (105),Ковролин Рулоны,Товар,57.65,427.24616,55
549,1046,Ковролин Принт Шафран 600 3.0м 1Y (90),Ковролин Принт Шафран 600 3.0м 1Y (90),Ковролин Рулоны,Товар,8.83,276.2437,8
550,1047,Ковролин Рулоны,,Ковролин,Товар,31.7,973.30844,1
551,1050,Ковролин СИНТЕЛОН (Сербия),,Ковролин,Товар,5.17,446.2305,82
552,1051,Ковролин Скролл Аврора 213 4.0м 2Y (67.2),Ковролин Скролл Аврора 213 4.0м 2Y (67.2),Ковролин Рулоны,Товар,36.8,679.2449799999999,32
553,1052,Ковролин Скролл Аврора 235 3.0м 2Y (48),Ковролин Скролл Аврора 235 3.0м 2Y (48),Ковролин Рулоны,Товар,99.2,765.7575,3
554,1053,Ковролин Скролл Аврора 235 3.5м 2Y (105),Ковролин Скролл Аврора 235 3.5м 2Y (105),Ковролин Рулоны,Товар,28.5,27360.0,960
555,1054,Ковролин Скролл Аврора 235 4.0м 2Y (120),Ковролин Скролл Аврора 235 4.0м 2Y (120),Ковролин Рулоны,Товар,67.1,14.0939,4
556,1055,Ковролин Скролл Аврора 293 3.0м 2Y (102),Ковролин Скролл Аврора 293 3.0м 2Y (102),Ковролин Рулоны,Товар,57.75,26103.0,452
557,1056,Ковролин Скролл Аврора 915 3.5м 2Y (105),Ковролин Скролл Аврора 915 3.5м 2Y (105),Ковролин Рулоны,Товар,54.48,190.10351,2
558,1057,Ковролин Скролл Аврора 915 4.0м 2Y (120),Ковролин Скролл Аврора 915 4.0м 2Y (120),Ковролин Рулоны,Товар,10.1,58.58,58
559,1060,Ковролин Скролл Алтай 332 3.0м 2Y (87.9),Ковролин Скролл Алтай 332 3.0м 2Y (87.9),Ковролин Рулоны,Товар,44.3,83.0,61
560,1061,Ковролин Скролл Альпы 332 4.0м 2Y (64),Ковролин Скролл Альпы 332 4.0м 2Y (64),Ковролин Рулоны,Товар,79.4,216.17072000000002,64
561,1062,Ковролин Скролл Анды 619 3.0м 2Y (90),Ковролин Скролл Анды 619 3.0м 2Y (90),Ковролин Рулоны,Товар,60.92,682.41547,44
562,1063,Ковролин Скролл Балтика 235 3.5м 2Y (105),Ковролин Скролл Балтика 235 3.5м 2Y (105),Ковролин Рулоны,Товар,12.53,272.3408,16
563,1064,Ковролин Скролл Балтика 619 4.0м 2Y (63.2),Ковролин Скролл Балтика 619 4.0м 2Y (63.2),Ковролин Рулоны,Товар,29.8,997.2899199999999,76
564,1065,Ковролин Скролл Балтика 820 4.0м 2Y (88),Ковролин Скролл Балтика 820 4.0м 2Y (88),Ковролин Рулоны,Товар,40.95,306.1253,7
565,1066,Ковролин Скролл Балтика 915 3.0м 2Y (72),Ковролин Скролл Балтика 915 3.0м 2Y (72),Ковролин Рулоны,Товар,60.75,847.51455,25
566,1067,Ковролин Скролл Пойседон 213 3.0м 3Y (84),Ковролин Скролл Пойседон 213 3.0м 3Y (84),Ковролин Рулоны,Товар,4.16,312.1297,92
567,1070,Ковролин Скролл Пойседон 213 3.0м 3Y (90),Ковролин Скролл Пойседон 213 3.0м 3Y (90),Ковролин Рулоны,Товар,21.49,991.21296,59
568,1071,Ковролин Скролл Пойседон 230 4.0м 3Y (120),Ковролин Скролл Пойседон 230 4.0м 3Y (120),Ковролин Рулоны,Товар,41.76,655.27352,8
569,1072,Ковролин Скролл Пойседон 820 3.0м 3Y (100.5),Ковролин Скролл Пойседон 820 3.0м 3Y (100.5),Ковролин Рулоны,Товар,59.47,897.53344,59
570,1073,Ковролин Скролл Пойседон 915 3.0м 3Y (90),Ковролин Скролл Пойседон 915 3.0м 3Y (90),Ковролин Рулоны,Товар,76.51,132.10099,32
571,1074,Ковролин Стейз Урб,Ковролин Стейз Урб,Ковролин СИНТЕЛОН (Сербия),Товар,52.18,308.16071,44
572,1075,Ковролин тафтинговый,Ковролин тафтинговый,Ковролин Ideal,Товар,10.44,827.8633,88
573,1076,Ковролин Украина,,Ковролин,Товар,41.78,324.13536,72
574,1077,Ковролин УРГАЗ (Узбекистан),,Ковролин,Товар,13.9,977.1278800000001,93
575,1100,Ковролин Феста-термо,Ковролин Феста-термо,Ковролин СИНТЕЛОН (Сербия),Товар,48.77,139.6779,3
576,1101,Ковролин Фризе Байкал 101 3.0м 2Y (81.6),Ковролин Фризе Байкал 101 3.0м 2Y (81.6),Ковролин Рулоны,Товар,7.97,804.6407,88
577,1102,Ковролин Фризе Байкал 101 3.0м 2Y (99),Ковролин Фризе Байкал 101 3.0м 2Y (99),Ковролин Рулоны,Товар,38.56,447.17235999999997,32
578,1103,Ковролин Фризе Байкал 101 4.0м 2Y (100),Ковролин Фризе Байкал 101 4.0м 2Y (100),Ковролин Рулоны,Товар,55.75,969.54021,75
579,1104,Ковролин Фризе Байкал 101 4.0м 2Y (102.4),Ковролин Фризе Байкал 101 4.0м 2Y (102.4),Ковролин Рулоны,Товар,91.96,89661.0,975
580,1105,Ковролин Фризе Байкал 101 4.0м 2Y (79.6),Ковролин Фризе Байкал 101 4.0м 2Y (79.6),Ковролин Рулоны,Товар,14.42,572.8248,24
581,1106,Ковролин Фризе Байкал 130 3.0м 2Y (73.5),Ковролин Фризе Байкал 130 3.0м 2Y (73.5),Ковролин Рулоны,Товар,73.22,989.72414,58
582,1107,Ковролин Фризе Байкал 160 3.0м 2Y (75),Ковролин Фризе Байкал 160 3.0м 2Y (75),Ковролин Рулоны,Товар,48.16,663.3193,8
583,1110,Ковролин Фризе Тейда 105 4.0м 2Y (100),Ковролин Фризе Тейда 105 4.0м 2Y (100),Ковролин Рулоны,Товар,73.7,485.35438,95
584,1111,Ковролин Фризе Тейда 105 4.0м 2Y (108),Ковролин Фризе Тейда 105 4.0м 2Y (108),Ковролин Рулоны,Товар,97.76,48.0,23
585,1112,Ковролин Фризе Тейда 140 4.0м 2Y (100),Ковролин Фризе Тейда 140 4.0м 2Y (100),Ковролин Рулоны,Товар,42.31,502.21239,62
586,1113,Ковролин Экватор Урб,Ковролин Экватор Урб,Ковролин СИНТЕЛОН (Сербия),Товар,40.49,211.8543,39
587,1114,Ковролин Энерджи Урб,Ковролин Энерджи Урб,Ковролин СИНТЕЛОН (Сербия),Товар,28.95,651.18846,45
588,1115,Ковролиновая дорожка СИНТЕЛОН,Ковролиновая дорожка СИНТЕЛОН,ЯАРХИВ Ковровые покрытия СИНТЕЛОН,Товар,14.64,708.10365,12
589,1116,КОВРЫ,,,Товар,54.7,612.3309,84
590,1117,Ковры ,Ковры ,Ковролин Китай,Товар,54.33,698.37922,34
591,1120,Ковры ADRIA,Ковры ADRIA,Ковролин СИНТЕЛОН (Сербия),Товар,61.93,325.20127,25
592,1121,Ковры BELLONA,Ковры BELLONA,Ковролин УРГАЗ (Узбекистан),Товар,78.77,294.23158,38
593,1122,Ковры BENOTTON,Ковры BENOTTON,Ковролин OZ KAPLAN (Турция),Товар,15.42,493.7602,6
594,1123,Ковры BLISS,Ковры BLISS,Ковролин VERBATEX (Бельгия),Товар,17.7,788.13451,16
595,1124,Ковры BOHO,Ковры BOHO,Ковролин СИНТЕЛОН (Сербия),Товар,19.62,538.10555,56
596,1125,Ковры CAMELOT,Ковры CAMELOT,Ковролин УРГАЗ (Узбекистан),Товар,20.28,140.2839,2
597,1126,Ковры CITY,Ковры CITY,Ковролин СИНТЕЛОН (Сербия),Товар,43.53,597.25987,41
598,1127,Ковры COSMO,Ковры COSMO,Ковролин СИНТЕЛОН (Сербия),Товар,19.16,866.1659199999999,56
599,1130,Ковры CREATIVE,Ковры CREATIVE,Ковролин СИНТЕЛОН (Сербия),Товар,3.37,221.74400000000003,77
600,1131,Ковры CYRUS,Ковры CYRUS,Ковролин OZ KAPLAN (Турция),Товар,96.22,589.56673,58
601,1132,Ковры DEFIER,Ковры DEFIER,Ковролин OZ KAPLAN (Турция),Товар,6.6,463.3055,8
602,1133,Ковры DINAMIC,Ковры DINAMIC,Ковролин BALTAHOME (Бельгия),Товар,58.26,676.39383,76
603,1134,Ковры DOLCE VITA,Ковры DOLCE VITA,Ковролин СИНТЕЛОН (Сербия),Товар,55.91,479.2678,89
604,1135,Ковры FELIX,Ковры FELIX,Ковролин Украина,Товар,14.29,439.6273,31
605,1136,Ковры GOLD SHAGGY,Ковры GOLD SHAGGY,Ковролин OZ KAPLAN (Турция),Товар,22.16,790.1750599999999,4
606,1137,Ковры JAZZY,Ковры JAZZY,Ковролин OZ KAPLAN (Турция),Товар,70.37,924.65021,88
607,1140,Ковры KIDDO,Ковры KIDDO,Ковролин BALTAHOME (Бельгия),Товар,0.37,207.76,59
608,1141,Ковры LIDS,Ковры LIDS,Ковролин Украина,Товар,57.83,785.4539599999999,55
609,1142,Ковры LIPSOS,Ковры LIPSOS,Ковролин КАПЛАНСЕР (Турция),Товар,86.96,218.18957000000003,28
610,1143,Ковры LORA,Ковры LORA,Ковролин Украина,Товар,91.51,460.42094000000003,6
611,1144,Ковры LUKSOR,Ковры LUKSOR,Ковролин УРГАЗ (Узбекистан),Товар,48.41,664.32144,24
612,1145,Ковры LUXOR VIZION,Ковры LUXOR VIZION,Ковролин УРГАЗ (Узбекистан),Товар,76.71,958.7348800000001,18
613,1146,Ковры LUXURY,Ковры LUXURY,Ковролин OZ KAPLAN (Турция),Товар,81.22,891.72367,2
614,1147,Ковры MANGO,Ковры MANGO,Ковролин Украина,Товар,82.8,940.77155,2
615,1150,Ковры MAROCCO,Ковры MAROCCO,Ковролин СИНТЕЛОН (Сербия),Товар,95.47,124.11838,28
616,1151,Ковры MAXIMILLIAN,Ковры MAXIMILLIAN,Ковролин OZ KAPLAN (Турция),Товар,7.16,440.315,4
